WDID	Status	SSOq Population Served	Last Updated	Dev Plan Schedule DT	Goal DT	Org DT	Legal Auth DT	Operation Maint DT	Design Perf Prov DT	Overflow Emerg Resp Plan DT	Fog Cntl Program DT	Sys Eval Cap Assur Plan	Monit Meas Program Modi DT	SSMP Program Audit DT	Commun Program DT	Complete SSMP Impl DT	Five Year Update DT	Note	Url	SSMP Uploaded	
2SSO10135	Active	33,000	02/01/2011	10/15/2007	10/01/2007	10/01/2007	01/05/2009	01/05/2009	01/05/2009	01/05/2009	01/05/2009	01/05/2009	01/05/2009	01/05/2009	01/05/2009	03/02/2009		Ordinance Revised 3/2/2009		No	
2SSO10136	Active	138,567	02/25/2015	11/28/2005	12/17/2013	12/17/2013	12/17/2013	12/17/2013	12/17/2013	12/17/2013	12/17/2013	12/17/2013	12/17/2013	12/17/2013	12/17/2013	12/17/2013	01/27/2014	Updates to contact info following Marcie's retirement		Yes	
2SSO10138	Active	6,000	04/27/2009	08/30/2006	08/30/2006	08/30/2006	08/31/2007	08/31/2007	08/31/2007	08/30/2006	08/30/2006	08/30/2008	08/30/2008	08/30/2008	08/30/2008	08/30/2008		Completed on RWQCB schedule		No	
2SSO10139	Active	13,000	04/27/2009	08/30/2006	08/30/2006	08/30/2006	08/31/2007	08/31/2007	08/31/2007	08/30/2006	08/30/2006	08/30/2008	08/30/2008	08/30/2008	08/30/2008	08/30/2008		Completed on RWQCB schedule		No	
2SSO10140	Active	149,000	03/21/2016	03/01/2016	03/01/2016	03/01/2016	03/01/2016	03/01/2016	03/01/2016	03/01/2016	03/01/2016	03/01/2016	03/01/2016	03/01/2016	03/01/2016	03/01/2016	03/01/2016		http://www.hayward-ca.gov/sites/default/files/documents/2016%20Sewer%20System%20Management%20Plan.pdf	Yes	
2SSO10141	Active	24,000	12/11/2012	11/13/2012	11/13/2012	11/13/2012	11/13/2012	11/13/2012	11/13/2012	11/13/2012	11/13/2012	11/13/2012	11/13/2012	11/13/2012	11/13/2012	11/13/2012	11/13/2017	Council Resolution Nov. 13, 2012		No	
2SSO10142	Active	10,869	05/30/2014	09/21/2006	09/21/2006	09/21/2006	07/30/2007	07/30/2007	07/30/2007	09/21/2006	09/21/2006	08/27/2008	08/27/2008	08/27/2008	11/03/2008	11/03/2008	03/10/2014	The SSMP is uploaded.	http://www.hillsborough.net/237/Sewers	Yes	
2SSO10143	Active	2,500	05/30/2014	08/22/2006	08/22/2006	08/22/2006	08/22/2006	08/22/2006	08/22/2006	08/22/2006	08/22/2006	08/22/2006	08/22/2006	08/22/2006	08/22/2006	08/22/2006	05/27/2014		http://www.homesteadvalleysd.org/Archive/Reports/2014%20HVSD%20SSMP%20with%20Appendicies.pdf	No	
2SSO10145	Active	3,094	02/06/2017	10/24/2007	08/29/2006	08/29/2006	08/31/2007	08/31/2007	08/31/2007	08/29/2006	08/29/2006	04/19/2010	04/19/2010	04/19/2010	04/19/2010	04/19/2010	04/23/2014		http://www.town.crockett.ca.us/index.aspx?nid=942	Yes	
2SSO10147	Active	29,062	06/02/2014	09/13/2007	08/31/2006	08/31/2006	08/31/2007	08/31/2007	08/31/2007	08/31/2006	08/31/2006	08/31/2008	08/31/2008	08/31/2008	06/25/2009	06/25/2009	09/01/2013			Yes	
2SSO10148	Active	85,000	07/23/2014	09/10/2007	08/30/2006	08/30/2006	05/16/2007	05/16/2007	05/16/2007	08/30/2006	08/30/2006	07/25/2008	07/25/2008	07/25/2008	07/29/2009	07/29/2009	07/23/2014		http://www.cityoflivermore.net/citygov/pw/public_works_divisions/wrd/sewers/default.asp	Yes	
2SSO10149	Active	4,927	05/24/2016	05/19/2016	05/19/2016	05/19/2016	05/19/2016	05/19/2016	05/19/2016	05/19/2016	05/19/2016	05/19/2016	05/19/2016	05/19/2016	05/19/2016	05/19/2016	05/20/2021		http://www.losaltoshills.ca.gov/DocumentCenter/View/784	Yes	
2SSO10151	Active	9,500	02/27/2017	07/01/2006	07/01/2007	07/01/2006	07/01/2007	07/01/2007	07/01/2007	05/16/2005	01/01/1970	07/01/2006	07/01/2007	04/30/2010	04/30/2010	04/30/2010	01/19/2017		www.sani5.org	Yes	
2SSO10152	Active	210	07/28/2014	07/01/2006	07/01/2007	07/01/2006	07/01/2007	07/01/2007	07/01/2007	05/16/2005	01/01/1970	07/01/2006	07/01/2007	04/30/2010	04/30/2010	04/30/2010			www.sani5.org	Yes	
2SSO10154	Active	13,000	03/08/2013	02/04/2013	02/04/2013	02/04/2013	02/04/2013	02/04/2013	02/04/2013	02/04/2013	02/04/2013	02/04/2013	02/04/2013	02/04/2013	02/04/2013	02/04/2013				No	
2SSO10155	Active	20,718	02/07/2017	10/25/2007	10/25/2007	10/25/2007	03/17/2008	03/17/2008	03/17/2008	03/17/2008	03/17/2008	08/12/2008	08/12/2008	08/12/2008	07/16/2009	07/16/2009	02/07/2017			Yes	
2SSO10156	Active	75,521	01/23/2017	08/31/2006	08/31/2006	08/31/2006	08/29/2007	08/29/2007	08/29/2007	08/31/2006	08/31/2006	08/29/2008	08/29/2008	08/29/2008	07/31/2009	07/31/2009	08/19/2014		http://www.ci.milpitas.ca.gov/milpitas/departments/public-works/water-sewer-storm-system-maintenance/	Yes	
2SSO10157	Active	6,000	10/14/2014	08/30/2006	08/30/2006	08/30/2006	08/31/2007	08/31/2007	08/31/2007	08/30/2006	08/30/2006	08/30/2008	08/30/2008	08/30/2008	08/30/2008	08/30/2008	10/02/2014	Resolution 1583		Yes	
2SSO10158	Active	21,900	07/16/2014	08/24/2005	08/24/2006	08/24/2006	08/24/2006	08/24/2006	08/30/2007	08/30/2007	08/30/2007	08/21/2008	08/21/2008	08/21/2008	08/21/2008	07/16/2009	07/10/2014		www.mvsd.org	Yes	
2SSO10159	Active	82,000	04/22/2016	08/25/2006	08/25/2006	08/25/2006	08/29/2007	08/29/2007	08/29/2007	08/25/2006	08/25/2006	08/28/2008	08/28/2008	08/28/2008	08/28/2008	12/03/2008	09/04/2013	Biennial SSMP Audit Report Completed on 4/22/2016		No	
2SSO10160	Active	1,142,615	01/17/2017	08/31/2006	08/31/2006	08/31/2006	08/31/2007	08/31/2008	08/31/2007	08/31/2006	08/31/2006	08/31/2008	08/31/2007	08/31/2008	08/31/2008	08/31/2008	11/15/2013			Yes	
2SSO10161	Active	105,810	02/14/2017	08/01/2006	08/01/2006	08/01/2006	07/26/2007	07/26/2007	08/01/2007	08/01/2006	08/01/2006	08/01/2008	08/01/2008	08/01/2008	04/27/2009	04/27/2009	04/28/2014		http://www.dalycity.org/City_Hall/Departments/wwr/SSMP_SSO_Database.htm	Yes	
2SSO10162	Active	56,000	03/27/2014	08/11/2008	09/19/2006	09/19/2006	08/23/2007	08/23/2007	08/23/2007	09/19/2006	09/19/2006	08/28/2008	08/28/2008	08/28/2008	08/28/2008	08/28/2008	08/12/2013	Biennial update		No	
2SSO10163	Active	135,217	02/18/2014	10/01/2006	10/01/2006	10/01/2006	10/01/2006	10/01/2006	10/01/2006	10/01/2006	10/01/2006	10/01/2006	10/01/2006	03/11/2010	10/01/2006	10/01/2006	02/18/2014			Yes	
2SSO10164	Active	68,207	04/10/2014	11/04/2013	11/04/2013	11/04/2013	11/04/2013	11/04/2013	11/04/2013	11/04/2013	11/04/2013	11/04/2013	11/04/2013	11/04/2013	11/04/2013	11/04/2013	11/04/2018		http://www.cityofpaloalto.org/civicax/filebank/documents/37536	No	
2SSO10165	Active	61,200	01/31/2017	11/02/2007	11/02/2007	11/02/2007	12/31/2009	12/31/2009	12/31/2009	12/31/2009	12/31/2009	12/31/2009	12/31/2009	12/31/2009	12/31/2009	12/31/2009	12/31/2014	Added link 1-31-17	http://www.cityofpetaluma.net/wrcd/pdf/SSMP2016.pdf	No	
2SSO10166	Active	11,082	08/25/2014	08/31/2006	08/31/2006	08/31/2006	08/31/2007	08/31/2007	08/31/2007	08/31/2006	08/31/2006	03/31/2009	03/31/2009	03/31/2009	03/31/2009	03/31/2009	08/25/2014		http://www.ci.piedmont.ca.us/publicworks/docs/ssmp-2014-08-04.pdf	Yes	
2SSO10167	Active	74,110	03/27/2015	08/30/2005	08/11/2006	08/11/2006	08/31/2007	08/31/2007	08/31/2007	08/11/2006	08/11/2006	08/13/2008	08/22/2008	08/22/2008	08/22/2008	08/22/2008	01/20/2015	Certified by City of Pleasanton Council on 1/20/15	http://www.cityofpleasantonca.gov/documents/Sewer%20System%20Management%20Plan%20-2014%20FINAL.pdf	Yes	
2SSO10168	Active	82,881	03/28/2014	11/24/2008	08/31/2006	08/31/2006	08/31/2007	08/31/2007	08/31/2007	08/31/2006	08/31/2006	08/29/2008	08/29/2008	08/29/2008	03/23/2009	03/23/2009	12/30/2013		http://www.redwoodcity.org/publicworks/sewer/ssmp	Yes	
2SSO10169	Active	9,500	07/07/2014	08/01/2012	08/01/2012	08/01/2012	08/01/2012	08/01/2012	08/01/2012	08/01/2012	08/01/2012	08/01/2012	08/01/2012	08/01/2012	08/01/2012	08/01/2012	06/18/2019		http://richardsonbaysd.org/pdfs/RBSDSSMP.pdf	Yes	
2SSO10170	Active	68,280	02/18/2014	10/15/2013	10/15/2013	10/15/2013	10/15/2013	10/15/2013	10/15/2013	10/15/2013	10/15/2013	10/15/2013	10/15/2013	10/15/2013	10/15/2013	10/15/2013	02/28/2018	Adopted by City Council 10/15/2013	http://www.ci.richmond.ca.us/index.aspx?nid=74	Yes	
2SSO10171	Active	8,700	01/14/2014	06/01/2006	01/07/2014	01/07/2014	01/07/2014	01/07/2014	01/07/2014	01/07/2014	01/07/2014	01/07/2014	01/07/2014	01/07/2014	01/07/2014	01/07/2014				Yes	
2SSO10172	Active	55,000	05/30/2014	10/01/2013	12/02/2013	12/02/2013	12/02/2013	12/02/2013	12/02/2013	12/02/2013	12/02/2013	12/02/2013	12/02/2013	12/02/2013	12/02/2013	12/02/2013	12/02/2013			Yes	
2SSO10175	Active	25,000	10/26/2016	08/30/2006	08/30/2006	08/30/2006	08/31/2007	08/31/2007	08/31/2007	08/30/2006	08/30/2006	08/30/2008	08/30/2008	08/30/2008	08/30/2008	08/30/2008	05/19/2014			Yes	
2SSO10176	Active	40,165	04/26/2016	10/09/2007	08/31/2006	08/31/2006	08/31/2007	08/31/2007	08/31/2007	08/31/2006	08/31/2006	08/20/2008	08/20/2008	08/20/2008	08/20/2008	11/02/2007	04/12/2016		http://www.sanbruno.ca.gov/works_images/SSMP%202013.pdf	No	
2SSO10177	Active	29,000	07/21/2014	07/21/2014	07/21/2014	07/21/2014	07/21/2014	07/21/2014	07/21/2014	07/21/2014	07/21/2014	07/21/2014	07/21/2014	07/21/2014	07/21/2014	07/21/2014	07/21/2014		http://www.cityofsancarlos.org/depts/publicworks/maintenance/sewer/sewer_system_management_plan_(ssmp).asp	Yes	
2SSO10179	Active	1,000,536	10/27/2014	10/16/2007	08/31/2010	08/31/2010	08/31/2010	08/31/2010	08/31/2010	08/31/2010	08/31/2010	08/31/2010	08/31/2010	08/31/2010	08/31/2010	08/31/2010	10/21/2014		http://www.sanjoseca.gov/DocumentCenter/Home/View/7	No	
2SSO10181	Active	55,000	03/29/2017	11/02/2007	11/02/2007	11/02/2009	05/01/2009	05/01/2009	05/01/2009	05/01/2009	05/01/2009	07/15/2009	07/15/2009	07/15/2009	07/15/2009	07/20/2009	01/17/2017	Update Certified by City Council 01/17/2017		Yes	
2SSO10183	Active	99,670	02/14/2016	05/13/2003	06/01/2006	06/01/2006	08/01/2006	08/01/2007	06/01/2006	03/01/2005	08/01/2006	12/01/2007	09/10/2008	09/10/2008	07/25/2009	02/05/2008	01/05/2016		http://www.cityofsanmateo.org/index.aspx?nid=1081	No	
2SSO10184	Active	38,000	01/30/2017	05/01/2006	08/31/2006	08/31/2006	08/31/2007	08/31/2007	08/31/2007	08/31/2006	08/31/2006	08/31/2008	08/31/2008	08/31/2008	08/31/2008	08/31/2008	10/06/2015		https://www.cityofsanrafael.org/documents/sewer-system-management-plan/	Yes	
2SSO10185	Active	10,400	08/29/2013	12/18/2007	08/31/2006	08/31/2006	08/31/2007	08/31/2007	08/31/2007	08/31/2006	08/31/2006	08/31/2008	08/31/2008	08/31/2008	08/31/2008	07/07/2009	08/28/2013			No	
2SSO10187	Active	121,000	05/01/2014	03/25/2014	03/25/2014	03/25/2014	03/25/2014	03/25/2014	03/25/2014	03/25/2014	03/25/2014	03/25/2014	03/25/2014	03/25/2014	03/25/2014	03/25/2014		The entirety and all elements of SSMP were approved by Council on 3/25/14		Yes	
2SSO10188	Active	28,000	07/02/2014	06/19/2014	06/19/2014	06/19/2014	06/19/2014	06/19/2014	06/19/2014	06/19/2014	06/19/2014	06/19/2014	06/19/2014	06/19/2014	06/19/2014	06/19/2014	06/19/2014	Adopted by SASM Board on June 19, 2014	http://www.cityofmillvalley.org/Index.aspx?page=49	Yes	
2SSO10189	Active	18,000	08/12/2013	01/17/2008	08/05/2013	08/05/2013	08/05/2013	08/05/2013	08/05/2013	08/05/2013	08/05/2013	08/05/2013	08/05/2013	08/05/2013	08/05/2013	09/03/2008	08/05/2013	2013 comprehensive update including new MRP requirements - SMCSD approval Reso No. 987		No	
2SSO10190	Active	220,000	05/20/2014	11/14/2008	11/14/2008	11/14/2008	05/04/2009	11/14/2013	05/04/2009	05/04/2009	05/04/2009	05/04/2009	11/14/2013	05/19/2014	05/04/2009	05/22/2009	05/20/2014			Yes	
2SSO10192	Active	0	08/10/2015	08/10/2015	08/10/2015	08/10/2015	08/10/2015	08/10/2015	08/10/2015	08/10/2015	08/10/2015	08/10/2015	08/10/2015	08/10/2015	08/10/2015	08/10/2015	08/10/2015			Yes	
2SSO10193	Active	2,000	03/07/2017	08/31/2006	08/31/2006	08/31/2006	08/10/2010	08/31/2007	08/31/2007	08/31/2006	08/31/2006	08/10/2010	08/10/2010	08/10/2010	08/10/2010	08/10/2010	07/28/2015		http://sfwater.org/index.aspx?page=399 	No	
2SSO10195	Active	1,264	09/25/2014	08/30/2008	08/30/2008	08/30/2008	08/30/2008	08/30/2008	08/30/2008	08/30/2008	08/30/2008	08/30/2008	08/30/2008	08/30/2008	09/04/2009	09/04/2009	09/25/2019		http://www.scwa.ca.gov/sewer-system-management-plans/	Yes	
2SSO10196	Active	44,706	09/25/2014	08/30/2008	08/30/2008	08/30/2008	08/30/2008	08/30/2008	08/30/2008	08/30/2008	08/30/2008	08/30/2008	08/30/2008	08/30/2008	09/04/2009	09/04/2009	09/25/2019		http://www.scwa.ca.gov/sewer-system-management-plans/	Yes	
2SSO10197	Active	5,814	05/16/2012	08/24/2010	08/24/2010	08/24/2010	08/24/2010	08/24/2010	08/24/2010	08/24/2010	08/24/2010	08/24/2010	08/24/2010	08/24/2010	08/24/2010	08/24/2010	08/25/2015	R/C Notice of Violation on 4/11/2012 to certify SSMP by 6/9/2012 tom comply.		No	
2SSO10198	Active	33,000	08/18/2014	08/29/2008	09/13/2007	09/13/2007	09/13/2007	09/13/2007	09/13/2007	09/13/2007	09/13/2007	08/29/2008	09/13/2007	08/29/2008	08/28/2009	08/28/2009	08/14/2014	Updated SSMP website link	http://www.stegesan.org/publications/sewer-system-management-plan	Yes	
2SSO10199	Active	28,111	09/18/2014	03/18/2014	03/18/2014	03/18/2014	03/18/2014	03/18/2014	03/18/2014	03/18/2014	03/18/2014	03/18/2014	03/18/2014	03/18/2014	03/18/2014	03/18/2014	03/18/2014	Suisun City Council Resolution 2014-20	www.suisun.com	Yes	
2SSO10200	Active	150,233	09/19/2016	05/12/2015	05/12/2015	05/12/2015	05/12/2015	05/12/2015	05/12/2015	05/12/2015	05/12/2015	05/12/2015	05/12/2015	05/12/2015	05/12/2015	05/12/2015	05/12/2015		https://sunnyvaleca.legistar.com/LegislationDetail.aspx?ID=2283077&GUID=733EECED-24F9-42AC-81D4-1FFC6067FCB9&Options=&Search=&FullText=1	Yes	
2SSO10202	Active	7,000	09/15/2014	08/29/2006	08/29/2006	08/29/2008	08/29/2007	08/29/2007	08/29/2007	08/29/2006	08/29/2006	09/10/2008	09/10/2008	09/10/2008	09/10/2008	09/10/2008	08/29/2011			Yes	
2SSO10203	Active	1,100	05/06/2011	01/07/2008	01/07/2008	01/07/2008	01/07/2008	01/07/2008	01/07/2008	01/07/2008	01/07/2008	04/15/2011	04/15/2011	04/15/2011	04/15/2011	04/15/2011				No	
2SSO10207	Active	1,728	08/10/2015	07/31/2015	07/31/2015	07/31/2015	07/31/2015	07/31/2015	07/31/2015	07/31/2015	07/31/2015	07/31/2015	07/31/2015	07/31/2015	07/31/2015	07/31/2015	07/31/2015			Yes	
2SSO10209	Active	334,597	12/17/2014	05/11/2005	08/01/2005	08/01/2005	01/11/2006	08/01/2005	01/11/2006	08/01/2005	12/01/2005	01/11/2006	01/11/2006	01/11/2006	07/09/2007	07/24/2007	07/09/2012	link to SSMP updated	https://www.dropbox.com/s/kruiisv9rrrmcw3/USD_SSMP.pdf?dl=0	No	
2SSO10210	Active	71,711	07/18/2014	11/02/2007	11/02/2007	10/26/2007	05/01/2009	05/01/2009	07/01/2009	05/01/2009	05/01/2009	07/01/2009	07/01/2009	07/01/2009	07/01/2009	07/01/2009	07/17/2014		http://ehs.berkeley.edu/ep/ssmp	No	
2SSO10211	Historical																			No	
2SSO10212	Active	123,000	01/23/2014	11/14/2006	11/02/2006	04/12/2007	08/17/2007	05/25/2007	03/14/2006	03/10/2006	08/10/2006	07/20/2006	03/08/2007	03/14/2008	04/10/2008	04/11/2008	12/11/2012	Approved by the District's Board of Trustees December 11,2012		No	
2SSO10215	Active	55,000	09/05/2012	08/16/2006	08/31/2006	08/31/2006	08/29/2007	08/29/2008	08/29/2007	08/31/2006	08/31/2006	11/18/2008	11/18/2008	11/18/2008	08/29/2008	08/29/2008	08/22/2012	5-yr Audit review approved by BOD 8-22-12		No	
2SSO10216	Active	93,000	11/10/2009	10/09/0007	09/07/0007	09/07/0007	08/30/0007	09/30/2009	09/30/2009	09/30/2009	10/05/2009	09/30/2009	09/30/2009	09/30/2009	10/05/2009	11/03/2009				Yes	
2SSO10217	Active	113,488	04/09/2015	08/23/2006	08/23/2006	08/23/2006	08/08/2007	08/08/2007	08/08/2007	08/23/2006	08/23/2006	08/13/2008	08/13/2008	08/13/2008	08/13/2008	08/13/2008	08/07/2013	Updated SSMP dated 3/31/15 to reflect 2014 Audit, Approved by Board 4/8/15 		No	
2SSO10218	Active	500	05/07/2012	07/22/2010	07/22/2010	07/22/2010	04/24/2012	07/22/2010	07/22/2010	11/18/2009	07/22/2010	07/22/2010	07/22/2010	04/10/2012	07/22/2010	09/13/2011	07/22/2015			No	
2SSO10219	Active	2,933	07/14/2010	04/13/2010	08/28/2006	08/28/2006	08/15/2007	04/13/2010	08/15/2007	08/28/2006	08/28/2006	08/25/2008	08/25/2008	08/25/2008	04/13/2010	04/13/2010	04/15/2015			Yes	
2SSO10223	Historical																			No	
2SSO10224	Active	2,556	09/04/2014	10/16/2007	11/02/2007	11/02/2007	05/01/2009	05/01/2009	07/31/2009	05/01/2009	05/01/2009	07/31/2009	07/31/2009	07/31/2009	07/31/2009	08/25/2009	08/05/2014	Resolution No.073304	http://publicworks.smcgov.org/sewer-system-management-plan	No	
2SSO10225	Active	5,615	09/04/2014	10/16/2007	11/02/2007	11/02/2007	05/01/2009	05/01/2009	07/31/2009	05/01/2009	05/01/2009	07/31/2009	07/31/2009	07/31/2009	07/31/2009	08/25/2009	08/05/2014	Resolution No. 073304	http://publicworks.smcgov.org/sewer-system-management-plan	No	
2SSO10226	Active	2,587	09/04/2014	10/16/2007	11/02/2007	11/02/2007	05/01/2009	05/01/2009	07/31/2009	05/01/2009	05/01/2009	07/31/2009	07/31/2009	07/31/2009	07/31/2009	08/25/2009	08/05/2014	Resolution No. 073304	http://publicworks.smcgov.org/sewer-system-management-plan	No	
2SSO10227	Active	6,509	09/04/2014	10/16/2007	11/02/2007	11/02/2007	05/01/2009	05/01/2009	07/31/2009	05/01/2009	05/01/2009	07/31/2009	07/31/2009	07/31/2009	07/31/2009	08/25/2009	08/05/2014	Resolution No. 073304	http://publicworks.smcgov.org/sewer-system-management-plan	No	
2SSO10228	Active	39,583	09/04/2014	10/16/2007	11/02/2007	11/02/2007	05/01/2009	05/01/2009	07/31/2009	05/01/2009	05/01/2009	07/31/2009	07/31/2009	07/31/2009	07/31/2009	08/25/2009	08/05/2014	Resolution No. 073304	http://publicworks.smcgov.org/sewer-system-management-plan	No	
2SSO10229	Active	1,521	09/04/2014	10/16/2007	11/02/2007	11/02/2007	05/01/2009	05/01/2009	07/31/2009	05/01/2009	05/01/2009	07/31/2009	07/31/2009	07/31/2009	07/31/2009	08/25/2009	08/05/2014	Resolution No. 073304	http://publicworks.smcgov.org/sewer-system-management-plan	No	
2SSO10230	Active	417	09/04/2014	10/16/2007	11/02/2007	11/02/2007	05/01/2009	05/01/2009	07/31/2009	05/01/2009	05/01/2009	07/31/2009	07/31/2009	07/31/2009	07/31/2009	08/25/2009	08/05/2014	Resolution No. 073304	http://publicworks.smcgov.org/sewer-system-management-plan	No	
2SSO10665	Active	14,050	02/13/2017	10/15/2007	10/15/2007	10/15/2007	11/01/2009	11/01/2009	11/01/2009	11/01/2009	11/01/2009	04/08/2010	04/08/2010	04/08/2010	04/08/2010	04/08/2010	07/09/2015		http://westboroughwater.com/Documents/WWSD%20SSMP_2015.pdf	Yes	
2SSO10881	Historical																			No	
2SSO11174	Active	30,000	02/24/2017	11/02/2007	11/02/2007	11/02/2007	05/02/2009	05/02/2009	07/31/2009	05/02/2009	05/02/2009	07/31/2009	07/31/2009	07/31/2009	07/31/2009	07/31/2009			http://www.sjsu.edu/fdo/departments/ehs/envprograms/Sanitary%20Sewer%20Management%20Plan.pdf	No	
2SSO11198	Active	4,400	01/07/2014	07/08/2009	07/09/2009	07/09/2009	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2015			No	
2SSO11204	Active	400,000	01/12/2012	10/19/2011	10/19/2011	10/19/2011	10/19/2011	10/19/2011	10/19/2011	10/19/2011	10/19/2011	10/19/2011	10/19/2011	10/19/2011	10/19/2011	10/19/2011	10/19/2016			Yes	
2SSO11208	Historical																			No	
2SSO11410	Active	500	02/15/2017	08/26/2006	08/26/2006	08/26/2006	08/29/2007	08/29/2007	08/29/2007	08/26/2006	08/26/2006	08/29/2008	08/29/2008	08/29/2008	08/29/2008	06/06/2012			http://www.ebparks.org/about/planning#SSMP 	No	
2SSO11411	Active	150	02/15/2017	08/26/2006	08/26/2006	08/26/2006	08/29/2007	08/29/2007	08/29/2007	08/26/2006	08/26/2006	08/29/2008	08/29/2008	08/29/2008	08/29/2008	06/06/2012			http://www.ebparks.org/about/planning#SSMP 	No	
2SSO11413	Active	1,100	02/15/2017	08/26/2006	08/26/2006	08/26/2006	08/29/2007	08/29/2007	08/29/2007	08/26/2006	08/26/2006	08/29/2008	08/29/2008	08/29/2008	08/29/2008	06/06/2012			http://www.ebparks.org/about/planning#SSMP 	No	
2SSO11430	Active	8,700	08/07/2015	12/04/2007	05/02/2008	05/02/2008	11/03/2009	11/03/2009	05/18/2010	11/03/2009	11/03/2009	05/18/2010	05/18/2010	05/18/2010	05/18/2010	05/18/2010	07/09/2015		http://www.portofoakland.com/environment/programs.aspx	No	
2SSO11444	Active	100	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2015			No	
2SSO11445	Active	4,000	04/21/2015	01/25/2008	06/27/2008	06/27/2008	10/28/2009	10/28/2009	10/28/2009	10/28/2009	10/28/2009	10/28/2009	10/28/2009	10/28/2009	10/28/2009	04/26/2010	04/20/2015	Certified by DOE Kim Abbott, BSO	http://www2.lbl.gov/ehs/esg/Reports/assets/SSMP2015.pdf	Yes	
2SSO11481	Active	415	02/15/2017	08/26/2006	08/26/2006	08/26/2006	08/29/2007	08/29/2007	08/29/2007	08/26/2006	08/26/2006	08/29/2008	08/29/2008	08/29/2008	08/29/2008	06/06/2012			http://www.ebparks.org/about/planning#SSMP 	No	
2SSO11507	Active	5,000	04/08/2011	10/02/2008	10/02/2008	10/02/2008	06/10/2010	02/06/2009	06/10/2010	06/10/2010	06/10/2010	06/10/2010	06/10/2010	04/08/2011	04/08/2011	04/08/2011	04/08/2011			No	
2SSO11508	Active	120	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2015			No	
2SSO11509	Active	650	07/27/2015	04/28/2008	04/28/2008	04/28/2008	02/01/2010	02/01/2010	08/02/2010	02/01/2010	02/01/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	07/15/2015		www.bcpud.org	No	
2SSO11511	Active	300	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2015			No	
2SSO11533	Active	2,000	09/24/2013	05/07/2013	05/07/2013	05/07/2013	05/07/2013	05/07/2013	05/07/2013	05/07/2013	05/07/2013	05/07/2013	05/07/2013	05/07/2013	05/07/2013	05/07/2013	05/07/2013	Final SLAC SSMP 2013 Revision	http://www-group.slac.stanford.edu/esh/documents/SLACSSMP2013.pdf	Yes	
2SSO11539	Active	750	11/10/2011	11/10/2011	11/10/2011	11/10/2011	11/10/2011	11/10/2011	11/10/2011	11/10/2011	11/10/2011	11/10/2011	11/10/2011	11/10/2011	11/10/2011	11/10/2011	11/10/2016	I certify this SSMP		No	
2SSO11605	Active	1,300	08/02/2016	07/25/2016	07/25/2016	07/25/2016	07/25/2016	07/25/2016	07/25/2016	07/25/2016	07/25/2016	07/25/2016	07/25/2016	07/25/2016	07/25/2016	07/25/2016	07/30/2015	Last Update to SSMP was in February 2012		Yes	
2SSO11607	Active	190	02/06/2017	04/21/2010	04/21/2010	04/21/2010	04/21/2010	04/21/2010	04/21/2010	04/21/2010	04/21/2010	04/21/2010	04/21/2010	04/21/2010	04/21/2010	04/21/2010	04/23/2014		http://www.town.crockett.ca.us/index.aspx?nid=941	Yes	
2SSO11610	Active	12,000	02/13/2017	03/14/2016	03/14/2016	03/14/2016	03/14/2016	03/14/2016	03/14/2016	03/14/2016	03/14/2016	03/14/2016	03/14/2016	03/14/2016	03/14/2016	03/14/2016	05/03/2011	The Industrial system is reviewed with the sanitary system on an annual basis.  Last 5 yr update was 04/26/2016.  I am unable to change 5yr date below	https://sfoconnect.com/bay-pollution-prevention-program	Yes	
2SSO11651	Active	270	05/17/2012	04/01/2012	05/15/2012	05/15/2012	05/15/2012	05/15/2012	05/15/2012	05/15/2012	05/15/2012	05/15/2012	05/15/2012	05/15/2012	05/15/2012	05/15/2012	05/15/2017			No	
2SSO11680	Active	210	09/12/2014	04/09/2008	07/08/2009	07/08/2009	08/31/2012	12/02/2010	12/02/2010	12/02/2010	12/02/2010	08/31/2012	07/05/2012	08/31/2012	08/31/2012	07/05/2012	09/10/2014			Yes	
