WDID	Status	Region	Agency	Collection System	County	LRO	Address Type	Street	City	Zip	Adopt Or Issuance Date	Effective Date	Expiration or Review Date	Termination Date	
2SSO10189	Active	2	Sausalito-Marin City San District	Sausalito CS	Marin	Omar  Arias-Montez	AGENCY Mailing	 PO Box 39  	Sausalito	94965		12/06/2006			
2SSO10190	Active	2	Silicon Valley Clean Water	SBSA CS	San Mateo	Keith Alan McClure	AGENCY Mailing	1400 Radio Road 	Redwood City	94065		11/08/2006			
2SSO10192	Active	2	San Francisco Public Utilities Commission	Sf- Oceanside CS	San Francisco	Laura  Pagano	AGENCY Physical	1145 Market Street 	San Francisco	94103		11/17/2006			
2SSO10193	Active	2	San Francisco Public Utilities Commission	Sf- Southeast/Bayside CS	San Francisco	Laura  Pagano	AGENCY Physical	1145 Market Street 	San Francisco	94103		05/01/2007			
2SSO10195	Active	2	Sonoma County Water Agency (SCWA) R1	Sonoma County Water -Penngrove CS	Sonoma	David Hamilton Royall	AGENCY Physical	404 Aviation Boulevard 	Santa Rosa	95403		10/16/2006			
2SSO10196	Active	2	Sonoma County Water Agency (SCWA) R1	Sonoma Valley County S.D. CS	Sonoma	David Hamilton Royall	AGENCY Physical	404 Aviation Boulevard 	Santa Rosa	95403		10/16/2006			
2SSO10197	Active	2	St. Helena City	St. Helena, City of, CS	Napa	Steven Palmer	AGENCY Mailing	1480 Main Street 	St. Helena	94574		11/17/2006			
2SSO10198	Active	2	Stege Sanitary District	Stege SD CS	Contra Costa	Paul Soo	AGENCY Mailing	7500 Schmidt Lane 	El Cerrito	94530		06/04/2008			
2SSO10199	Active	2	Suisun City	Suisun City CS	Solano	Dave Martinez	AGENCY Mailing	701 Civic Center Boulevard 	Suisun City	94585		07/27/2006			
2SSO10200	Active	2	Sunnyvale City	Sunnyvale CS	Santa Clara	Robert  Wilson	AGENCY Mailing	 PO Box 3707  	Sunnyvale	94088		08/21/2006			
2SSO10201	Historical	2	Sunol Sanitary District	Sunol SD CS	Santa Clara	David Pasquinelli	AGENCY Mailing	253 Lincoln Avenue 	San Jose	95126		05/01/2007			
2SSO10202	Active	2	Tamalpais Community San Dist	Tamalpais CSD CS	Marin	Robert T Bunce	AGENCY Mailing	305 Bell Lane 	Mill Valley	94941		08/16/2006			
2SSO10203	Active	2	Veteran's Home of California	The California Veterans Home CS	Napa	Robert  Rice	AGENCY Mailing	 PO Box 1200  	Yountville	94599		07/25/2006			
2SSO10206	Historical	2	US Air Force Travis Air Force Base	Travis Air Force Base CS	Solano	Chris  Krettecos	AGENCY Mailing	60 CES CEV 411 Airmen Drive Bldg. 570	Travis AFB	94535		11/27/2006		09/07/2007	
2SSO10207	Active	2	US Navy Treasure Island	Treasure Island  Navy CS	San Francisco	Douglas E Delong	AGENCY Contact	750 Phelps Street  	San Francisco	94124		11/06/2006			
2SSO10209	Active	2	Union Sanitary District	Union S.D. CS	Alameda	Paul Eldredge	AGENCY Mailing	5072 Benson Road 	Union City	94587		07/20/2006			
2SSO10210	Active	2	UC Berkeley	UC Berkeley CS	Alameda	Timothy L Pine	AGENCY Mailing	317 University Hall  1150	Berkeley	94720		10/30/2006			
2SSO10211	Historical	2	UC San Francisco	UC San Francisco CS	San Francisco	Joe  Rios	AGENCY Mailing	505 Parnassus Avenue 	San Francisco	94143				01/26/2009	
2SSO10212	Active	2	Vallejo San & Flood Control District	Vallejo Sfcd CS	Solano	Ken Taylor	AGENCY Mailing	450 Ryder Street 	Vallejo	94590		07/20/2006			
2SSO10213	Historical	2	Villa Marin	Villa Marin CS	Marin	William  Wert	AGENCY Mailing	100 Thorndale Drive 	San Rafael	94903		04/10/2006		02/28/2008	
2SSO10215	Active	2	West Bay Sd	West Bay Sd CS	San Mateo	Sergio  Ramirez	AGENCY Mailing	500 Laurel Street 	Menlo Park	94025	05/02/2006	07/11/2006	05/02/2031		
2SSO10216	Active	2	West County Wastewater District	West County WW District CS	Contra Costa	Gordon Times	AGENCY Physical	2910 Hilltop Drive 	Richmond	94806		11/20/2007			
2SSO10217	Active	2	West Valley SD	West Valley Sd CS	Santa Clara	Kelvin Hatchett	AGENCY Mailing	100 Sunny Oaks Avenue 	Campbell	95008		07/21/2006			
2SSO10218	Active	2	Woodside	Woodside CS	San Mateo	Dong Nguyen	AGENCY Mailing	 PO Box 94062  	Woodside	94062		04/23/2007			
2SSO10219	Active	2	Yountville, Town of	Yountville CS	Napa	Donald E Moore	AGENCY Mailing	6550 Yountville Street 	Yountville	94599		10/16/2006			
2SSO10223	Historical	2	San Mateo County DPW	County of San Mateo Sewer Maintenance SD CS	San Mateo		AGENCY Mailing	555 County Center  5th Floor	Redwood City	94063	10/20/2006	10/20/2006	10/20/2011		
2SSO10224	Active	2	San Mateo County DPW	Burlingame Hills SMD	San Mateo	Ann Stillman	AGENCY Mailing	555 County Center  5th Floor	Redwood City	94063	05/02/2006	04/30/2010	10/20/2015		
2SSO10225	Active	2	San Mateo County DPW	Crystal Springs CSD	San Mateo	Ann Stillman	AGENCY Mailing	555 County Center  5th Floor	Redwood City	94063	03/23/2010	03/23/2010	03/23/2015		
2SSO10226	Active	2	San Mateo County DPW	Devonshire CSD	San Mateo	Ann Stillman	AGENCY Mailing	555 County Center  5th Floor	Redwood City	94063	03/23/2010	03/23/2010	03/23/2015		
2SSO10227	Active	2	San Mateo County DPW	Emerald Lake Heights SMD	San Mateo	Ann Stillman	AGENCY Mailing	555 County Center  5th Floor	Redwood City	94063	03/23/2010	03/23/2010	03/23/2015		
2SSO10228	Active	2	San Mateo County DPW	Fair Oaks SMD	San Mateo	Ann Stillman	AGENCY Mailing	555 County Center  5th Floor	Redwood City	94063	03/23/2010	03/23/2010	03/23/2015		
2SSO10229	Active	2	San Mateo County DPW	Oak Knoll SMD (San Mateo County)	San Mateo	Ann Stillman	AGENCY Mailing	555 County Center  5th Floor	Redwood City	94063	03/23/2010	03/23/2010	03/23/2015		
2SSO10230	Active	2	San Mateo County DPW	Scenic Heights CSD	San Mateo	Ann Stillman	AGENCY Mailing	555 County Center  5th Floor	Redwood City	94063	03/23/2010	03/23/2010	03/23/2015		
2SSO10665	Active	2	Westborough Water District	Westborough CS	San Mateo	Darryl Barrow	LRO Mailing	2263 Westborough Boulevard Boulevard 	South San Francisco	94080		05/21/2008			
2SSO10881	Historical	2	California Maritime Academy	California Maritime Academy CS	Solano	Carlos  Portillo	AGENCY Mailing	200 Maritime Academy Drive 	Vallejo	94590		07/27/2006		02/05/2013	
2SSO11174	Active	2	CSU San Jose	San Jose State University CS	Santa Clara	Christopher Nordby	AGENCY Mailing	1 Washington Square  	San Jose	95192		11/08/2006			
2SSO11198	Active	2	Ca Dept of Corrections & Rehabilitation	San Quentin State Prison CS	Marin	Matt OByrne	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827	05/02/2006	02/06/2007	05/02/2011		
2SSO11204	Active	2	Oakland City DPW	Oakland City CS	Alameda	Johnny Ray Nicks	AGENCY Physical	250 Frank H. Ogawa Plaza  Suite 4314	Oakland	94612	05/02/2006	01/09/2007	05/02/2011		
2SSO11208	Historical	2	Vallejo City PWD	City of Vallejo Municipal Marina CS	Solano		AGENCY Mailing	555 Santa Clara Street 	Vallejo	94590				01/27/2009	
2SSO11410	Active	2	East Bay Regional Park District	Anthony Chabot Regional Park CS	Alameda	Matthew  Graul	AGENCY Mailing	 PO Box 5381  	Oakland	94605	05/02/2006	01/04/2007	05/02/2011		
2SSO11411	Active	2	East Bay Regional Park District	Garin Regional Park CS	Alameda	Matthew  Graul	AGENCY Mailing	 PO Box 5381  	Oakland	94605	05/02/2006	01/04/2007	05/02/2011		
2SSO11413	Active	2	East Bay Regional Park District	Del Valle Regional Park CS	Alameda	Matthew  Graul	AGENCY Mailing	 PO Box 5381  	Oakland	94605	05/02/2006	01/04/2007	05/02/2011		
2SSO11414	Historical	2	East Bay Regional Park District	Contra Loma Regional Park CS	Alameda	Neal Fujita	AGENCY Mailing	 PO Box 5381  	Oakland	94605	05/02/2006			09/25/2008	
2SSO11430	Active	2	Port of Oakland	Port of Oakland CS	Alameda	Richard  Sinkoff	AGENCY Mailing	530 Water Street 	Oakland	94607		01/08/2007			
2SSO11444	Active	2	Ca Dept of Parks & Rec South Lake Tahoe	China Camp State Park CS	Marin	Shawn Powell	AGENCY Mailing	2500 Emerald Bay Road 	South Lake Tahoe	96150		01/09/2007			
2SSO11445	Active	2	Lawrence Berkeley National Lab	Lawrence Berkeley National Laboratory CS	Alameda	Edgar Borglin	AGENCY Mailing	1 Cyclotron Road 	Berkeley	94720		01/09/2007			
2SSO11481	Active	2	East Bay Regional Park District	Coyote Hills Regional Park CS	Alameda	Matthew  Graul	AGENCY Mailing	 PO Box 5381  	Oakland	94605		03/02/2007			
2SSO11507	Active	2	Port of San Francisco	Port of San Francisco CS	San Francisco	Anna Wallace	AGENCY Mailing	 Pier 1 The Embarcadero  	San Francisco	94111		05/02/2006	05/02/2011		
2SSO11508	Active	2	Ca Dept of Parks & Rec Winterhaven	Marconi Conference Center CS	Marin	Chris Hansen	AGENCY Billing	1 Capital Mall  500	Sacramento	95814		05/02/2006			
2SSO11509	Active	2	Bolinas Community Public Utility District (BCPUD)	Bolinas Community PUD CS	Marin	Jennifer  Blackman	AGENCY Mailing	270 Elm Road 	Bolinas	94924		12/13/2007			
2SSO11511	Active	2	Ca Dept of Parks & Rec Winterhaven	Samuel P. Taylor State park CS	Marin	Shawn Powell	AGENCY Billing	1 Capital Mall  500	Sacramento	95814		01/02/2008			
2SSO11533	Active	2	US Dept of Energy	SLAC National Accelerator Laboratory CS	San Mateo	Dennis Radau	AGENCY Mailing	2575 Sand Hill Road 	Menlo Park	94025		10/02/2008			
2SSO11539	Active	2	San Mateo County DPW	Tower Road Complex CS	San Mateo	Gary Behrens	AGENCY Mailing	555 County Center  5th Floor	Redwood City	94063		03/16/2009			
2SSO11605	Active	2	Sandia National Labratories, California	Sandia National Labratories, California CS	Alameda	Steven Black	LRO Mailing	1515 Eubank Boulevard Bldg. 802	Albuquerque	87123		02/05/2008			
2SSO11607	Active	2	Crockett Community Services District	Port Costa CS	Contra Costa	James Barnhill	AGENCY Mailing	 PO Box 578  	Crockett	94525		06/24/2008			
2SSO11610	Active	2	San Francisco City & County Airport Commision-Design & Construction	Airport Industrial Wastewater CS	San Mateo	George  Engel	AGENCY Mailing	 PO Box 8097  	San Francisco	94128		09/06/2011			
2SSO11651	Active	2	Napa River Reclamation District 2109	Napa River CS	Napa	Ralph Loveless	AGENCY Mailing	1501 Milton Road 	Napa	94559		05/02/2006			
2SSO11680	Active	2	Tomales Village CSD	Tomales Village CS	Marin	Karl Drexel	AGENCY Mailing	 PO Box 156  	Tomales	94971	05/02/2006	12/09/2008	05/02/2011		
2SSO18096	Active	2	Sonoma Developmental Center	SDC CS	Sonoma	Mario  Pasquini	AGENCY Mailing	1500 Arnold Drive  	Eldridge	95431		02/21/2013			
2SSO18100	Active	2	UC Berkeley	UC Berkeley - Berkeley Global Campus at Richmond Bay CS	Contra Costa	Timothy L Pine	AGENCY Mailing	317 University Hall  1150	Berkeley	94720		06/18/2013			
2SSO18101	Active	2	UC Berkeley	University Village Albany CS	Alameda	Timothy L Pine	AGENCY Mailing	317 University Hall  1150	Berkeley	94720		08/02/2013			
2SSO18102	Active	2	Clayton City	Clayton CS	Contra Costa	Gary  Napper	AGENCY Mailing	6000 Heritage Trail 	Clayton	94517		11/03/2014	11/03/2024		
2SSO18110	Active	2	Treasure Island Development Authority	Treasure Island Development Authority CS	San Francisco	Robert  Beck	AGENCY Mailing	One Avenue of the Palms  241	San Francisco	94130		10/20/2015	10/21/2015		
2SSO18111	Active	2	Marin County Environmental Health Services	Marshall Community CS	Marin	Lorene Jackson	AGENCY Mailing	3501 Civic Center Drive Suite 236	San Rafael	94903		04/12/2016	04/28/2028		
3SSO10222	Active	3	Atascadero City	Atascadero Collection System	San Luis Obispo	Justin Black	AGENCY Mailing	6500 Palma Avenue 	Atascadero	93422		06/04/2007			
3SSO10223	Active	3	Avila Beach CSD	Avila Beach Csd CS	San Luis Obispo	Brad Hagemann	AGENCY Mailing	 PO Box 309  	Avila Beach	93424		10/25/2006			
3SSO10225	Historical	3	Los Osos Baywood Park CSD	Bayridge Estates CS	San Luis Obispo	Stan  Gustafson	AGENCY Mailing	 PO Box 6064  	Los Osos	93412				01/27/2009	
3SSO10226	Active	3	San Lorenzo Valley Water District	Bear Creek Estates CS	Santa Cruz	Richard Rogers	AGENCY Mailing	13060 Highway 9  	Boulder Creek	95006		09/19/2006			
3SSO10228	Active	3	Ca Dept of Parks & Rec Tahoma	Big Basin CS	Santa Cruz	William Rea	AGENCY Contact	 PO Box 266  	Tahoma	96142		08/10/2006			
3SSO10231	Active	3	Buellton City	Buellton CS	Santa Barbara	Marc  Bierdzinski	AGENCY Mailing	 PO Box 1819  	Buellton	93427		11/17/2006			
3SSO10233	Active	3	Cachuma Lake Recreation Area	Cachuma Lake Recreation Area CS	Santa Barbara	Thomas Drewes	AGENCY Mailing	2225 Hwy 154  	Santa Barbara	93105		11/27/2006			
3SSO10235	Active	3	California Polytechnic State University - San Luis Obispo	CSU Cal Poly Slo CS	San Luis Obispo	Kim  Porter (Busby)	AGENCY Mailing	1 Grand Avenue 	San Luis Obispo	93407		09/12/2006			
3SSO10236	Active	3	Ca Dept of Corrections California Men's Colony	California Mens Colony CS	San Luis Obispo	Scott  Buffaloe	AGENCY Mailing	 California Men's Colony  	San Luis obispo			04/10/2007			
3SSO10238	Historical	3	CSU Monterey Bay	CSU Monterey Bay CS	Monterey		AGENCY Mailing	100 Campus Ctr Bldg 84A  84A	Seaside	93955				01/26/2009	
3SSO10239	Active	3	Cambria Community Services District	Cambria Csd CS	San Luis Obispo	John Allchin	AGENCY Mailing	1316 Tamson Drive 201	Cambria	93428		08/10/2006			
3SSO10241	Historical	3	Camp San Luis Obispo	Camp San Luis Obispo CS	San Luis Obispo	David  Kelly	AGENCY Mailing	 PO Box 4360  	San Luis Obispo	93403		08/26/2007		09/01/2007	
3SSO10244	Active	3	Carmel Area Wastewater District	Carmel Area Wastewater Dist CS	Monterey	Daryl Lauer	AGENCY Mailing	 PO Box 221428  	Carmel	93922		07/27/2006			
3SSO10245	Active	3	Carpinteria SD	Carpinteria Sd CS	Santa Barbara	Matt J Oliver	AGENCY Mailing	5300 6th Street 	Carpinteria	93013		07/17/2006			
3SSO10248	Active	3	Gonzales City	Gonzales City CS	Monterey	Harold Wolgamott	AGENCY Mailing	147 Fourth Street 	Gonzales	93926		11/02/2006			
3SSO10249	Active	3	Grover Beach City	Grover Beach City CS	San Luis Obispo	Gregory Ray	AGENCY Mailing	154 8th Street 	Grover Beach	93433	05/02/2006	01/02/2007	05/02/2011		
3SSO10250	Active	3	Guadalupe City	Guadalupe City CS	Santa Barbara	Charlie  Vasquez	AGENCY Mailing	918 Obispo Street 	Guadalupe	93434		11/22/2006			
3SSO10252	Active	3	Santa Cruz City	Santa Cruz City CS	Santa Cruz	Steve Wolfman	AGENCY Mailing	809 Center Street 201	Santa Cruz	95060		10/10/2006			
3SSO10254	Active	3	Oceano CSD	Oceano Comm. Serv. Dist. CS	San Luis Obispo	Tony Marraccino	AGENCY Mailing	 PO Box 599  	Oceano	93445		11/16/2006			
3SSO10255	Active	3	Arroyo Grande City	Arroyo Grande City CS	San Luis Obispo	Shane Taylor	AGENCY Mailing	300 Branch Street 	Arroyo Grande	93420		01/26/2008			
3SSO10256	Active	3	San Luis Obispo Cnty PWD	Country Club Estates CS	San Luis Obispo	Katrina Dyson	AGENCY Mailing	1055 Monterey Street 207	San Luis Obispo	93408		01/08/2008			
3SSO10257	Active	3	San Luis Obispo Cnty PWD	New Galaxy Park CS	San Luis Obispo	Charles Christian	AGENCY Mailing	1055 Monterey Street 207	San Luis Obispo	93408		11/16/2006			
3SSO10259	Active	3	San Luis Obispo Cnty PWD	County Operational Facility CS	San Luis Obispo	Charles Christian	AGENCY Mailing	1055 Monterey Street 207	San Luis Obispo	93408		01/08/2008			
3SSO10260	Active	3	Santa Barbara County	Santa Barbara County Service Area 12 - Mission Canyon CS	Santa Barbara	Jeremy Chaja	AGENCY Mailing	105 Anapuma Street 304	Santa Barbara	93101		08/15/2006			
3SSO10261	Active	3	Cuesta College	Cuesta College CS	San Luis Obispo	Terry  Reece	AGENCY Mailing	 PO Box 8106  	San Luis Obispo	93403		11/28/2007			
3SSO10262	Active	3	Cuyama Community Services District	Cuyama Csd CS	Santa Barbara	Vivian Vickery	AGENCY Mailing	 PO Box 368  	ew Cuyama	93254		11/02/2006			
3SSO10263	Active	3	Davenport CSD	Davenport CS	Santa Cruz	Beatriz Barranco	AGENCY Mailing	701 Ocean Street 	Santa Cruz	95060		11/16/2006			
3SSO10265	Active	3	Santa Barbara City PWD	El Estero CS	Santa Barbara	Lisa  Arroyo	AGENCY Physical	630 Garden Street 	Santa Barbara	93101		11/03/2006			
3SSO10267	Active	3	Freedom CSD	Freedom Co Sanitation District CS	Santa Cruz	Beatriz Barranco	AGENCY Mailing	701 Ocean Street 410	Santa Cruz	95060		07/27/2006			
3SSO10270	Active	3	Goleta SD	Goleta Sanitary District CS	Santa Barbara	Luis Astorga	AGENCY Mailing	1 William Moffett Place 	Goleta	93117		10/25/2006			
3SSO10271	Active	3	Gonzales City	Gonzales WW CS	Monterey	Jamie Lipe	AGENCY Mailing	147 Fourth Street 	Gonzales	93926		08/16/2006			
3SSO10272	Active	3	Greenfield City	Greenfield, City Of CS	Monterey	Mic  Steinmann	AGENCY Mailing	599 El Camino Real  	Greenfield	93927		10/10/2006			
3SSO10274	Historical	3	Ca Dept of Parks & Rec South Lake Tahoe	Henry W Coe St Pk CS	Monterey	Larry  Tierney	AGENCY Mailing	2500 Emerald Bay Road 	South Lake Tahoe	96150		11/02/2006		01/21/2009	
3SSO10275	Active	3	Heritage Ranch CSD	Heritage Ranch CS	San Luis Obispo	John  D'Ornellas	AGENCY Mailing	4870 Heritage Road 	Paso Robles	93446		10/11/2006			
3SSO10278	Active	3	King City	King City Domestic CS	Monterey	Sal  Morales	AGENCY Mailing	212 South Vanderhurst  	King City	93930		04/19/2007			
3SSO10279	Active	3	Laguna Sanitation	Laguna County Sanitation District CS (N. SBarb County)	Santa Barbara	Jeremy Chaja	AGENCY Mailing	624 Foster Road 	Santa Maria	93455		05/02/2006			
3SSO10280	Historical	3	Monterey Cnty Parks Dept	Laguna Seca Recreation Area CS	Monterey	Derrick  Franklin	AGENCY Mailing	 PO Box 5249  	Salinas	93915		05/27/2008			
3SSO10281	Active	3	Monterey Cnty Parks Dept	Lake San Antonio Rec Area (S) CS	Monterey	William  Marcum	AGENCY Mailing	 PO Box 5249  	Salinas	93915		11/27/2006			
3SSO10283	Active	3	US Penitentiary	Lompoc Correctional Facility CS	Santa Barbara	Avery  Leimkuehler	AGENCY Mailing	3901 Klein Boulevard 	Lompoc	93436		12/06/2006			
3SSO10284	Active	3	Lompoc City	Lompoc Regional Water Reclamat CS	Santa Barbara	dorin marrs	AGENCY Mailing	 PO Box 8001  	Lompoc	93438		10/30/2006			
3SSO10285	Active	3	Los Alamos CSD	Los Alamos CS	Santa Barbara	Kevin Barnard	AGENCY Mailing	 PO Box 675  	Los Alamos	93440		07/27/2006			
3SSO10287	Active	3	Marina Coast WD	Marina Coast Wd CS	Monterey	Richard Green	AGENCY Mailing	11 Reservation Road 	Marina	93933		02/08/2008			
3SSO10288	Active	3	Templeton CSD	Meadowbrook CS	San Luis Obispo	Jay Short	AGENCY Mailing	 PO Box 780  	Templeton	93465		07/28/2006			
3SSO10289	Active	3	Mission Hills CSD	Mission Hills La Purisima CS	Santa Barbara	Michael Riley	AGENCY Mailing	1550 Burton Mesa Boulevard 	Lompoc	93436	05/02/2006	01/03/2007	05/02/2011		
3SSO10291	Active	3	Montecito Sanitary District	Montecito SD CS	Santa Barbara	Ricardo  Larroude	AGENCY Mailing	1042 Monte Cristo Lane 	Santa Barbara	93108		07/17/2006			
3SSO10292	Historical	3	Monterey County DPW	Monterey Co Dpw CS	Monterey	Ron  Lindquist	AGENCY Mailing	168 Alisal Street 2nd Floor	Salinas	93901				01/27/2009	
3SSO10293	Active	3	Monterey CSA - Chualar	Monterey Csa - Chualar CS	Monterey	Lynette Redman	AGENCY Mailing	312 Alisal Street 	Salinas	93902		09/27/2006			
3SSO10296	Active	3	Monterey Regional WPCA	Mrwpca Reg Trtmt & Outfall Sys CS	Monterey	Bret Boatman	AGENCY Mailing	5 Harris Court D	Monterey	93940		09/12/2006			
3SSO10297	Active	3	Nipomo CSD	Nipomo Csd Black Lake CS	San Luis Obispo	Mario  Iglesias	AGENCY Physical	148 Wilson Street 	Nipomo	93444	05/02/2006	10/11/2006	05/02/2011		
3SSO10298	Active	3	Nipomo CSD	Nipomo CSD Collection System	San Luis Obispo	Mario  Iglesias	AGENCY Physical	148 Wilson Street 	Nipomo	93444	05/02/2006	10/11/2006			
3SSO10299	Active	3	Monterey Cnty Parks Dept	Northshore Pleyto CS	Monterey	William  Marcum	AGENCY Mailing	 PO Box 5249  	Salinas	93915		11/27/2006			
3SSO10301	Active	3	San Luis Obispo Cnty PWD	Oak Shores Development CS	San Luis Obispo	Katrina Dyson	AGENCY Mailing	1055 Monterey Street 207	San Luis Obispo	93408		01/08/2009			
3SSO10305	Active	3	City of El Paso de Robles	Paso Robles CS	San Luis Obispo	Chris  Nally	AGENCY Mailing	3200 Sulphur Springs Road 	Paso Robles	93446		11/27/2006			
3SSO10306	Active	3	Ca Dept of Parks & Rec La Honda	Pfeiffer Big Sur State Park CS	Monterey	Marc Lewis	AGENCY Mailing	9000 Portola State Park Road F	La Honda	94020	05/02/2006	01/08/2007	05/02/2011		
3SSO10307	Active	3	Pismo Beach City 	Pismo Beach CS	San Luis Obispo	Scott  Mascolo	AGENCY Mailing	760 Mattie Road 	Pismo Beach	93449		08/03/2006			
3SSO10308	Active	3	San Luis Harbor District Port	Port San Luis Harbor District CS	San Luis Obispo	Steve Mcgrath	AGENCY Mailing	 PO Box 249  	Avila Beach	93424		08/03/2006			
3SSO10309	Active	3	San Benito County Service Area 45	Rancho Larios CS	San Benito	Lloyd Bracewell	AGENCY Mailing	3220 Southside Road 	Hollister	95023		10/11/2006			
3SSO10311	Active	3	Sunnyslope CWD	Ridgemark Estates CS	San Benito	Don  Ridenhour	AGENCY Mailing	3570 Airline Highway 	Hollister	95023		08/15/2006			
3SSO10312	Active	3	Santa Cruz CSA #10	Rolling Woods Subdivision CS	Santa Cruz	Edward Robert Luboff	AGENCY Mailing	701 Ocean Street 	Santa Cruz	95060		11/16/2006			
3SSO10314	Active	3	Salinas City	Salinas City CS	Monterey	Gary Gabriel	AGENCY Mailing	200 Lincoln Avenue 	Salinas	93901		04/07/2008			
3SSO10315	Active	3	Salsipuedes Sanitary District	Salsipuedes Sanitary District Collection System	Santa Cruz	Delia Brambila	AGENCY Mailing	739 Lake Avenue 2	Watsonville	95076		04/10/2006			
3SSO10316	Active	3	San Ardo Water District	San Ardo CS	Monterey	Suzzann Clark	AGENCY Mailing	 PO Box 238  	San Ardo	93450		10/25/2006			
